scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,laneID,cal_acceleration_mean,speed_std,leader_speed_std
580,3250,37160,37206,1,0.0005514280701414,0.2215964675620863,8.588638635506017,0.2091608812563326,0.0014745503234495,0.8615180062664376,0.8923350605551601,0,0,-9.278486284006806e-05,0.000314926881483333,0.2163752686156926
585,1533,37746,37776,1,5.135748812329023,5.142228856846239,13.735267415950592,0.1341592552988028,0.4718664192462869,0.8516058379504505,0.3995712821015438,0,0,0.0837030414460753,0.11435848234722927,0.2145405865101306
585,1533,37780,37856,1,5.856676975643565,5.979942471070496,14.52310835084021,0.208854576800104,0.8819033539632901,0.8887908185454831,0.9461128618476824,0,0,0.1199424555297836,0.2126441686300899,0.18262814353893506
585,1533,37858,37924,1,6.679865194506986,6.77047419987364,15.514764865226926,0.1584894298055932,0.8989692108732399,0.6709875789058826,0.5992271050417877,0,0,0.0027119999513955,0.28922561541705016,0.13915435359591724
586,1124,38057,38140,1,0.0835635557386891,0.127185848190092,8.66734699080824,0.207971508089996,0.8842878585829287,0.6256862687359901,0.9792225040466302,0,0,-0.1178035503981603,0.18917722582261087,0.15248472636040356
588,222,38441,38531,1,0.0956026796449802,0.0724710545016156,9.417972674705654,0.1245146939597972,0.8650355972961018,0.4432575660525383,0.6672042820622899,0,0,-0.1021842516452708,0.19647422433418354,0.05987545471442311
599,3895,38733,38815,1,0.1004635220724682,0.1014230409319774,8.410691215577575,0.1254763900471118,0.7519599041726032,0.7092293065339825,0.5700554958563355,0,0,-0.0905532603294619,0.19149116293963714,0.09956023660461982
605,1266,39504,39534,1,0.4765491393735258,0.1376528879209509,9.053334034910884,0.3345490721409889,0.8899132844187783,0.4906690615358967,1.0444131102408782,0,0,-0.3006935950579573,0.27031161729398906,0.13979333498668037
605,1266,39535,39632,1,0.0049040913931103,0.0922603054710775,8.81735748751845,0.167104461596894,0.0854039383757522,0.78125,0.8194172494625338,0,0,-0.0102175164644384,0.012729110679122687,0.14299916461314544
634,1561,41842,41900,1,1.4439091573820884,1.331203680636447,11.204475245128965,0.208119661837517,0.350128765764045,0.713540873220993,0.6789870760228478,0,0,-0.0593390195027146,0.10263744873026133,0.14334291117273493
634,1561,41953,41987,1,0.6642861120912911,0.1197449054552749,10.563396538603977,0.6437364980405412,0.2876996052102141,0.8620960694336225,1.9551322136101348,0,0,-0.0296283478157508,0.08426949906718391,0.1973542253662474
634,1561,41988,42039,1,0.1296533431861475,0.2470107122681458,9.276184519791318,0.3242342483209394,0.4676743209234833,0.8615508173138057,1.154897282086539,0,0,-0.0820368533721857,0.14713395588656025,0.29458327087924147
642,175,42806,42867,1,0.0006606097982948,0.1720914854024154,8.410994063683319,0.1809597327405889,0.0015789662338176,0.8410705479120504,0.8601009485324216,0,0,5.003359185927432e-06,0.0003619569431699027,0.1891785819037322
650,268,43361,43526,1,0.0006511014156472,0.0785059330871752,8.918191428077623,0.2174955037783235,0.0018428537676938,0.7551227729369691,1.067043991622988,0,0,-2.779879753807053e-06,0.0003477833577009029,0.10560715177850384
657,2434,43995,44128,1,0.1101959860689283,0.1852727341178195,9.060925732076363,0.4629739242241555,0.8663711955453329,0.8974290679943235,1.7418135736253255,0,0,-0.0042587397093083,0.2245492195897022,0.2476224180057973
668,3077,44677,44716,1,0.2274683011404212,0.0363402944378686,7.928263222197287,0.2083479203098301,0.899265928951436,0.065028423160529,0.7594125892468417,0,0,-0.2446331915226291,0.2519431630238295,0.01720788159028252
676,1679,45086,45136,1,9.338899471974385,9.230766601949714,22.64455963464821,0.1848242024987315,0.6735317118557731,0.8733357572113061,0.6405025215761562,0,0,0.1158469923158621,0.15150539940488858,0.21714583197550258
680,1942,45885,45944,1,0.0006495301149721,0.2183703330633148,9.132952003451337,0.2823802230671563,0.0014250828652751,0.8084712712744152,1.227090287331583,0,0,-8.660636040856668e-05,0.00033311195904965407,0.17894731556616347
694,7500,46083,46158,1,0.0005987231954807,0.0967845276628638,8.905828054116617,0.1311437992124279,0.0015222329193762,0.7132166699411769,0.6560232534900354,0,0,-1.3111213552622175e-05,0.0003375307807517426,0.1265143126665162
706,1025,47174,47253,1,0.0327029751336036,0.1014900660184167,7.858595512644312,0.1956164662375885,0.787868997126298,0.2840857071833761,0.6025051685121827,0,0,-0.1176643270314504,0.12608913420150705,0.07783503073447434
720,3119,48203,48237,1,1.7114751005768225,1.4404789329469678,15.956028317775496,0.347472852343063,0.8122735835415031,0.8087960793286255,1.1311726536463524,0,0,-0.2535465901779506,0.21815776866869815,0.1932215916026217
733,1215,48489,48633,1,0.0404850587506268,0.0,8.557566253448439,0.0753184103332683,0.852311833886736,0.0,0.5389084489623812,0,0,-0.0623633322787047,0.1495935130419919,0.0
741,251,48634,48700,1,0.0782726776628098,0.1176594871546671,8.250817849288188,0.1156342808403397,0.4662886728753164,0.8624651924684035,0.5140258886353504,0,0,-0.0695098473367936,0.13076596927317177,0.1674905608899395
748,160,48890,49027,1,0.0815533231407462,0.0,8.586926850772382,0.2071544386750398,0.8732150027079288,0.0,1.079163084344108,0,0,-0.0668215066284555,0.19346415859904073,0.0
756,2771,49108,49222,1,0.1095754152518014,0.0,8.547514609952458,0.2657182888750082,0.8789924791207762,0.0,1.2225571970076334,0,0,-0.0803241609137263,0.21319044470728932,0.0
785,3055,49227,49258,1,17.312883979486916,17.2555592229623,29.671995029718925,0.1322127792606719,0.6937761719521198,0.891181104562385,0.4028868161355312,0,0,-0.2243188014789283,0.22299591907635008,0.21931257735006357
785,3055,49259,49289,1,17.298513825933398,17.539474090167435,30.29320056685396,0.2137267059540448,0.5193828967631937,0.8668995435179632,0.7100456316493045,0,0,0.1698689416096319,0.1507396261696178,0.22359512757733124
785,3055,49290,49348,1,17.346789105909426,17.34705972023075,30.58430836669165,0.1732045201439221,0.3255286701106286,0.8885390454262989,0.5116480171652675,0,0,-0.0168493844438949,0.09923198814479532,0.18666770252253445
785,3055,49349,49420,1,17.028400611159825,16.95679431634062,30.05725773519961,0.1914245274418999,0.6052990472821413,0.7885954107092132,0.6677361009788285,0,0,-0.050244202677344,0.16042417746913729,0.19036764538562423
806,2898,49618,49744,1,0.0021018042303868,0.1301850850629593,8.824620554801543,0.3111952792699142,0.0574132988830322,0.830078125,1.53874256758988,0,0,0.0042407380499581,0.005919698422043048,0.1919519096292647
807,90,49815,49964,1,0.0006160960959292,0.1834691988118161,8.927759846293188,0.3941682426060669,0.0016793804978409,0.7725032928769063,1.7224021671325502,0,0,-4.599184246516881e-05,0.00035406932038980083,0.13994594510431257
814,40,50046,50083,1,0.2675906360299188,0.067747901848323,9.108253364197322,0.2312894609748312,0.8944578371535383,0.1812694437069817,0.8161116123418406,0,0,-0.2490745371074956,0.27504951100747843,0.04318886480442581
814,40,50084,50175,1,0.0007701239999071,0.0945934552201665,9.171743503078446,0.1261218613453627,0.0028301666747391,0.7818308938918277,0.6167939472159905,0,0,-0.0010706984932756,0.0005143892161664726,0.11642100048737784
819,1277,50451,50606,1,0.0666160830180502,0.0,8.545558054347538,0.1863031181713334,0.8509999777516112,0.0,0.9936533371309136,0,0,-0.0592665378833154,0.1602631320523192,0.0
828,396,50607,50646,1,0.0096408811109578,0.2327678235434296,8.592428423951576,0.1752525824076727,0.1191584123966801,0.8513156718655012,0.7963522441182498,0,0,0.0297934955519997,0.026280434126167162,0.26209940148179417
840,453,50942,50975,1,0.2857511792359133,0.0567422915400137,9.19102488555159,0.2144125891327452,0.8907844073467018,0.1506755893783791,0.778517583333711,0,0,-0.287516453473439,0.2449724208037918,0.03942922491729319
848,784,51001,51197,1,0.0338654736248548,0.0,9.146268649798293,0.1009302489328142,0.5469248492568692,0.0,0.6360827757951064,0,0,-0.0277332664439549,0.10159477401859239,0.0
859,415,52380,52410,1,16.648174403947976,16.93998537528002,28.61635069717352,0.2457208561101673,0.296553325780696,0.8591651216637324,0.8502494746583729,0,0,0.0956596536100169,0.11059775126060425,0.18486933799450353
859,415,52411,52455,1,17.140745454404414,17.386113282295714,29.63794946962141,0.3224353310338407,0.5917357428227881,0.8405202390110276,1.0932716239005664,0,0,0.1328459967710529,0.1875132821216611,0.1819730458721834
859,415,52456,52569,1,17.75141230106502,17.80213402407881,30.923090081100703,0.3284669581744975,0.7452459455274436,0.8984043116383909,1.2097518747441889,0,0,0.0133887172815683,0.1789884432057848,0.20310761869474672
866,2276,52589,52620,1,14.454606049616672,14.19982758318218,50.69371614444012,0.2963983122147134,0.5732366425824118,0.7491799594554571,0.9755473708294176,0,0,-0.1843175002918737,0.17502270711296256,0.22602236361493472
868,3167,52774,52909,1,0.000631442747857,0.0918084544712733,9.4092489166836,0.2310794694422535,0.0016061308700184,0.7771818945661119,1.143702234307618,0,0,-1.9375180990912524e-05,0.0003385469508932266,0.11032151625094937
870,160,52971,53032,1,0.0007188306664661,0.1503200033467366,9.928208050900036,0.1739479625045237,0.0016138821685685,0.8058041716805291,0.8364526321826098,0,0,-4.939838899888651e-05,0.00034836590583209694,0.18600999997764636
872,3420,53287,53323,1,19.923877131438623,20.3941456339434,37.60748953684848,0.4972630267072439,0.6698863602277321,0.8950766480421208,1.715319262413182,0,0,0.1925671478414459,0.18725674468746667,0.24010675435553488
875,3590,53430,53564,1,0.0735933035989599,0.0,8.632231966921237,0.1782365631521485,0.8495299733386014,0.0,0.946192392787614,0,0,-0.06697073223904,0.17887333263867225,0.0
878,123,53567,53680,1,0.001237603150949,0.2018800033439878,10.019621446550588,0.575960019267042,0.0192962017635321,0.4375487724637966,1.981961743643371,0,0,-0.0008013936403179,0.002798665430095746,0.12993203128631847
878,123,53681,53732,1,0.0006186921883866,0.2365596101919974,11.389599641579142,0.2778686160421584,0.001412876595921,0.6269799817695975,1.0331555800437275,0,0,-3.701018952436923e-05,0.0003328247031887197,0.15780979980988827
929,863,53763,53837,1,19.757360526284398,19.79508807728497,31.72013414131898,0.1338041624003356,0.3545312857463045,0.8328959032658609,0.4782207441730648,0,0,0.0148971054192214,0.08354594928567137,0.15848590912952043
929,863,53868,53902,1,18.97896640654917,18.68203615594052,30.70348690050976,0.3030880503645832,0.6554364912534361,0.8894207712564537,0.9821493990984642,0,0,-0.1553502534876201,0.24454249659626273,0.2219216318488651
929,863,53914,53960,1,18.13933557795102,18.020440318642372,29.14044407101992,0.2586677817077052,0.883990046370549,0.862172581981067,0.9463809818388568,0,0,-0.1836398977766845,0.29114007477394216,0.2010496608511224
941,4535,54884,55071,1,0.0510111348145483,0.0,8.604168609340046,0.1487466003981079,0.8442572966404243,0.0,0.9142146279082812,0,0,-0.0483066959625957,0.14750661706085458,0.0
950,4515,55488,55528,1,12.81348016220891,13.137640608262412,33.79312256322852,0.2897792435986918,0.418629000977706,0.7172527321222351,1.0764987125473624,0,0,0.1076872958462272,0.11228162680012575,0.1910122846601992
955,1858,56173,56257,1,0.1094989086066683,0.1368363210444197,9.215240223412074,0.2088260078425341,0.8699528266804752,0.4808521847122287,0.7189864833136905,0,0,-0.1092152885821312,0.21536647077425441,0.10328977244424066
978,1477,56652,56795,1,0.0013311166667913,0.1507756276133832,9.339937001066458,0.4065879407005167,0.0555492110171191,0.8794563284968219,1.9452151531634476,0,0,0.0039016773022585,0.005210750495850499,0.18199167684034495
978,1477,56796,56826,1,0.5817112604482512,0.7425592774938047,11.269359903565196,0.1987859698197218,0.887922747760921,0.4358548248487203,0.6690308476200411,0,0,0.2982175313257212,0.26701375943420047,0.09969283357324009
992,190,56843,57040,1,0.0334565819841842,0.0,8.626754710370177,0.0952072601793575,0.6319364437897274,0.0,0.6364205805518743,0,0,-0.0318907864883096,0.10696178803766661,0.0
993,7950,57524,57568,1,3.505716513242806,3.523924180117357,12.61777317390304,0.0956179027307603,0.7470545135281608,0.8059881583971809,0.3534712006488192,0,0,-0.1266444375847659,0.2160884330185416,0.20952853478096928
996,5698,57778,57816,1,3.467217803808078,3.2759242310522843,38.44645971624175,0.2351690904927954,0.6779485596165471,0.881904486256611,0.8215071574352422,0,0,0.1802009012296993,0.15834226016163108,0.22013543962300652
1011,2430,57871,57914,1,14.279901691387105,14.167172866025949,26.72640117167948,0.2286748366982999,0.8832550986799212,0.8947254222026775,0.6438278862180908,0,0,0.2110432654378612,0.2654834709374261,0.21904289566889634
1011,2430,57957,57994,1,15.43839923156354,15.721682171767954,26.381906451882944,0.2785666112148739,0.752552133843789,0.8642326773890883,1.0878686198841372,0,0,0.1994886483666793,0.24722974233145636,0.22826607440673466
1011,2430,57995,58029,1,16.259469124340598,16.292000540396753,27.08963615746529,0.0854004965602348,0.6160633780419502,0.6332635791211274,0.3074210118980076,0,0,0.1597842352382698,0.15934212926591573,0.17602412904621748
1018,3576,58094,58126,1,0.625143869228931,0.0,10.297067685100018,0.5972639172234627,0.4094000054435709,0.0,1.9938183368342024,0,0,-0.1378674765783929,0.10020306629735364,0.0
1018,3576,58127,58227,1,0.0910371973141017,0.0,8.554013665569824,0.2249818923070234,0.4700473956242257,0.0,0.8971433597472771,0,0,-0.0472699734938828,0.14435690186856998,0.0
1038,6140,58717,58751,1,1.561920649684685,1.9714936436491264,18.072353563924487,0.3882103389168755,0.7286055451962452,0.7944270304449732,1.3912143021048138,0,0,0.2166720145356572,0.20865322036543307,0.2460221588883061
